modality,threshold,components,true_unknown,true_known,macro_f1,unknown_precision,unknown_recall,unknown_f1,known_f1,accuracy
CODE_BINARY,0.1263020858168602,900,548,352,0.8130397364750572,0.8589981447124304,0.8448905109489051,0.8518859245630175,0.7741935483870969,0.8211111111111111
CODE_BINARY,0.1276041716337204,900,548,352,0.812148261147416,0.8600746268656716,0.8412408759124088,0.8505535055350554,0.7737430167597765,0.82
CODE_BINARY,0.12890625,900,548,352,0.812148261147416,0.8600746268656716,0.8412408759124088,0.8505535055350554,0.7737430167597765,0.82
CODE_BINARY,0.1302083283662796,900,548,352,0.8146422337670363,0.8632958801498127,0.8412408759124088,0.8521256931608133,0.7771587743732591,0.8222222222222222
CODE_BINARY,0.1315104141831398,900,548,352,0.8146422337670363,0.8632958801498127,0.8412408759124088,0.8521256931608133,0.7771587743732591,0.8222222222222222
CODE_BINARY,0.1328125,900,548,352,0.8082215695536981,0.8617424242424242,0.8302919708029197,0.845724907063197,0.770718232044199,0.8155555555555556
CODE_BINARY,0.1341145858168602,900,548,352,0.8082215695536981,0.8617424242424242,0.8302919708029197,0.845724907063197,0.770718232044199,0.8155555555555556
CODE_BINARY,0.1354166716337204,900,548,352,0.8083937393231453,0.8631178707224335,0.8284671532846716,0.8454376163873372,0.7713498622589533,0.8155555555555556
CODE_BINARY,0.13671875,900,548,352,0.8083937393231453,0.8631178707224335,0.8284671532846716,0.8454376163873372,0.7713498622589533,0.8155555555555556
CODE_BINARY,0.1380208283662796,900,548,352,0.8121059123237773,0.8680688336520076,0.8284671532846716,0.8478057889822596,0.776406035665295,0.8188888888888889
CODE_BINARY,0.1393229141831398,900,548,352,0.8121059123237773,0.8680688336520076,0.8284671532846716,0.8478057889822596,0.776406035665295,0.8188888888888889
CODE_BINARY,0.140625,900,548,352,0.8110357188580208,0.867816091954023,0.8266423357664233,0.8467289719626169,0.7753424657534248,0.8177777777777778
CODE_BINARY,0.1419270858168602,900,548,352,0.8110357188580208,0.867816091954023,0.8266423357664233,0.8467289719626169,0.7753424657534248,0.8177777777777778
CODE_BINARY,0.1432291716337204,900,548,352,0.8035564076478976,0.8660194174757282,0.8138686131386861,0.8391345249294451,0.7679782903663502,0.81
CODE_BINARY,0.14453125,900,548,352,0.8035564076478976,0.8660194174757282,0.8138686131386861,0.8391345249294451,0.7679782903663502,0.81
CODE_BINARY,0.1458333283662796,900,548,352,0.7992912112488674,0.8649706457925636,0.8065693430656934,0.8347497639282341,0.7638326585695007,0.8055555555555556
CODE_BINARY,0.1471354141831398,900,548,352,0.7992912112488674,0.8649706457925636,0.8065693430656934,0.8347497639282341,0.7638326585695007,0.8055555555555556
CODE_BINARY,0.1484375,900,548,352,0.7988571428571428,0.8705179282868526,0.7974452554744526,0.8323809523809523,0.7653333333333333,0.8044444444444444
CODE_BINARY,0.1497395858168602,900,548,352,0.7988571428571428,0.8705179282868526,0.7974452554744526,0.8323809523809523,0.7653333333333333,0.8044444444444444
CODE_BINARY,0.1510416716337204,900,548,352,0.7970260901295383,0.8729838709677419,0.7901459854014599,0.8295019157088122,0.7645502645502645,0.8022222222222222
CODE_BINARY,0.15234375,900,548,352,0.7970260901295383,0.8729838709677419,0.7901459854014599,0.8295019157088122,0.7645502645502645,0.8022222222222222
CODE_BINARY,0.1536458283662796,900,548,352,0.7974602885621956,0.8775510204081632,0.7846715328467153,0.8285163776493256,0.7664041994750657,0.8022222222222222
CODE_BINARY,0.15625,900,548,352,0.7974602885621956,0.8775510204081632,0.7846715328467153,0.8285163776493256,0.7664041994750657,0.8022222222222222
CODE_BINARY,0.1588541716337204,900,548,352,0.7921270814112136,0.8762886597938144,0.7755474452554745,0.8228460793804453,0.7614080834419817,0.7966666666666666
CODE_BINARY,0.16015625,900,548,352,0.7921270814112136,0.8762886597938144,0.7755474452554745,0.8228460793804453,0.7614080834419817,0.7966666666666666
CODE_BINARY,0.1614583283662796,900,548,352,0.7902681921873957,0.8789144050104384,0.7682481751824818,0.8198636806231743,0.7606727037516171,0.7944444444444444
CODE_BINARY,0.1627604141831398,900,548,352,0.7902681921873957,0.8789144050104384,0.7682481751824818,0.8198636806231743,0.7606727037516171,0.7944444444444444
